train_id,name,brand_name,category_name,item_description,,price,item_condition_id,sale,img_score,supply_demand,shipping,img_url,price_url
28,Unique Bargains Women's Peep Toe Strappy Stiletto Platform Sandals,Unique Bargains,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-20T18:57:14Z""],""sourceURLs"":[""https://www.walmart.com/ip/150150134"",""https://www.walmart.com/ip/Allegra-K-Women-s-Peep-Toe-High-Heel-Crisscross-Straps-Platform-Sandals-Beige-Size-5-5/150150134""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. With a platform sole for comfort, these peep toe high heeled sandals instantly add a flirty touch to any look they finish. The adjustable crisscross straps mean more support (so you can wear them all day), and lend a flattering femme quality. FITTING TIPS: SIZE 7 AND SIZE 7.5 RUN REGULAR. OTHERS RUN BIG, ORDER HALF SIZE SMALLER!!! Platform Sandals High Heel Peep Toe Strappy Vamp: PU Outsole: Rubber Heel: PU Please check the size measurement chart before ordering. Size Chart (in inches) US Size--------Heel to Toe-----------Heel Height--------Platform Height 5 ------------------- 8 1/2 -------------------5 1/2-----------2 5.5 ------------------- 8 5/7 -------------------5 1/2-----------2 6 ------------------- 8 8/9 -------------------5 1/2-----------2 6.5 ------------------- 9 1/9 -------------------5 1/2-----------2 7 ------------------- 9 2/7 -------------------5 1/2-----------2 7.5------------------- 9 1/2 -------------------5 1/2-----------2 8------------------ 9 5/9 -------------------5 1/2-----------2 8.5------------------- 9 2/3 -------------------5 1/2-----------2 9------------------- 9 7/8----------------5 1/2-----------2 9.5---------------- 10 1/9----------------5 1/2-----------2 10----------------- 10 2/7----------------5 1/2-----------2 For CALIFORNIA residents only: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm.Please note that by posting this Proposition 65 warning, we are notifying you that one or more of the Proposition 65 listed chemicals may be present in a product. With Unique Bargains' products, the exposure to these chemicals may be of no significant risk to you, but out of caution, we have elected to place this warning on our site to make sure our customers are informed.You can find more infomation at http://www.oehha.ca.gov/proposition-65/about-proposition-65. Peep Toe, High Heel, Strappy, Padded Insole, Non-Slip Design, Platform Sandals, Heel Height: 5 1/8 inches, Platform Height: 3/4 inches,""}]",,36.87,1,1,2,0,0,https://www.walmart.com/ip/Allegra-K-Women-s-Peep-Toe-High-Heel-Crisscross-Straps-Platform-Sandals-Beige-Size-5-5/150150134,https://i5.walmartimages.com/asr/390a81b0-5304-427f-80b1-d6464ac7a0be_1.f71c57c9ba20289fb7d1a862f55b8974.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
29,Style & Co Ceejay   Open Toe Synthetic  Sandals,Style & Co.,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:06:59Z""],""sourceURLs"":[""https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches True to its name, Style Co. shoes, boots, and sandals ooze with classic style at prices that everyday women can afford. Style Co.'s elegant line of shoes marry style with comfort and affordability with beautiful boots, chic pumps, cute sandals, refined mary-janes, attractive platforms and delicate wedges. Style Co. makes the perfect shoes whether at work in the office or out on the town. ps5468559""}]",,69,1,0,0,1,0,https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944,https://i5.walmartimages.com/asr/4a7eb533-f3bc-4ad9-8b4b-688c7c9337e8_1.d9debf31caa0671a55b5c398ee8a9550.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
30,Style & Co Ceejay   Open Toe Synthetic  Sandals,Style & Co.,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:06:59Z""],""sourceURLs"":[""https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches True to its name, Style Co. shoes, boots, and sandals ooze with classic style at prices that everyday women can afford. Style Co.'s elegant line of shoes marry style with comfort and affordability with beautiful boots, chic pumps, cute sandals, refined mary-janes, attractive platforms and delicate wedges. Style Co. makes the perfect shoes whether at work in the office or out on the town. ps5468559""}]",,12.99,1,1,3,0,0,https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944,https://i5.walmartimages.com/asr/4a7eb533-f3bc-4ad9-8b4b-688c7c9337e8_1.d9debf31caa0671a55b5c398ee8a9550.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
31,Style & Co Ceejay   Open Toe Synthetic  Sandals,Style & Co.,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:06:59Z""],""sourceURLs"":[""https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches Brand Style - Style Co Ceejay Width - Medium (B, M) True Color - Black Upper Material - Faux Suede Outsole Material - Man-Made Heel Height - 4.5 Inches True to its name, Style Co. shoes, boots, and sandals ooze with classic style at prices that everyday women can afford. Style Co.'s elegant line of shoes marry style with comfort and affordability with beautiful boots, chic pumps, cute sandals, refined mary-janes, attractive platforms and delicate wedges. Style Co. makes the perfect shoes whether at work in the office or out on the town. ps5468559""}]",,38.04,1,0,2,0,1,https://www.walmart.com/ip/Style-Co-Ceejay-Womens-Size-9.5-Black-Dress-Sandals-Shoes/46214944,https://i5.walmartimages.com/asr/4a7eb533-f3bc-4ad9-8b4b-688c7c9337e8_1.d9debf31caa0671a55b5c398ee8a9550.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
32,Style & Co Andoraa   Open-toe Synthetic  Heels,Style & Co.,"Shoes,Women,Sandals","[{""dateSeen"":[""2017-01-12T19:10:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Style-Co-Andoraa-Women-US-9.5-Black-Heels/52234370""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Style Co Andoraa Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 3 Inches Brand Style - Style Co Andoraa Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 3 Inches True to its name, Style Co. shoes, boots, and sandals ooze with classic style at prices that everyday women can afford. Style Co.'s elegant line of shoes marry style with comfort and affordability with beautiful boots, chic pumps, cute sandals, refined mary-janes, attractive platforms and delicate wedges. Style Co. makes the perfect shoes whether at work in the office or out on the town. ps4162493""}]",,59,1,0,0,0,0,https://www.walmart.com/ip/Style-Co-Andoraa-Women-US-9.5-Black-Heels/52234370,https://i5.walmartimages.com/asr/8131f2e9-23ea-45ab-a60f-9c6b3fe0b4ea_1.7ca703376e93d54719881fe5c75288aa.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
33,Bearpaw Womens Knit Tall Sheepskin Fold Over Knee-high Boot,Bearpaw,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:06Z""],""sourceURLs"":[""https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Bearpaw Women's '658' Knit Tall Boot Brand: Bearpaw., Style Name: Knit Tall., Style Number: 658., Retail: $70., Material: Knit upper, 100% shearling sheepskin lining, rubber outsole provides durable traction to keep your stride steady., Approximate Measurements: 15-inch shaft height, 0.75-inch heel, and 14.5-inch shaft circumference., PLEASE NOTE: Available in whole sizes only. If between sizes, order a half size down.""}]",,70,1,0,0,1,0,https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010,https://i5.walmartimages.com/asr/63e22eab-a181-4e64-9953-710ae9389a90_1.b501cf8dc52dfdff5aa7022ae471e255.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
34,Bearpaw Womens Knit Tall Sheepskin Fold Over Knee-high Boot,Bearpaw,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:06Z""],""sourceURLs"":[""https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Bearpaw Women's '658' Knit Tall Boot Brand: Bearpaw., Style Name: Knit Tall., Style Number: 658., Retail: $70., Material: Knit upper, 100% shearling sheepskin lining, rubber outsole provides durable traction to keep your stride steady., Approximate Measurements: 15-inch shaft height, 0.75-inch heel, and 14.5-inch shaft circumference., PLEASE NOTE: Available in whole sizes only. If between sizes, order a half size down.""}]",,49.99,1,1,1,0,0,https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010,https://i5.walmartimages.com/asr/63e22eab-a181-4e64-9953-710ae9389a90_1.b501cf8dc52dfdff5aa7022ae471e255.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
35,Bearpaw Womens Knit Tall Sheepskin Fold Over Knee-high Boot,Bearpaw,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:06Z""],""sourceURLs"":[""https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Bearpaw Women's '658' Knit Tall Boot Brand: Bearpaw., Style Name: Knit Tall., Style Number: 658., Retail: $70., Material: Knit upper, 100% shearling sheepskin lining, rubber outsole provides durable traction to keep your stride steady., Approximate Measurements: 15-inch shaft height, 0.75-inch heel, and 14.5-inch shaft circumference., PLEASE NOTE: Available in whole sizes only. If between sizes, order a half size down.""}]",,54.99,1,1,1,0,1,http://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010,https://i5.walmartimages.com/asr/63e22eab-a181-4e64-9953-710ae9389a90_1.b501cf8dc52dfdff5aa7022ae471e255.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
36,Bearpaw Womens Knit Tall Sheepskin Fold Over Knee-high Boot,Bearpaw,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:06Z""],""sourceURLs"":[""https://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Bearpaw Women's '658' Knit Tall Boot Brand: Bearpaw., Style Name: Knit Tall., Style Number: 658., Retail: $70., Material: Knit upper, 100% shearling sheepskin lining, rubber outsole provides durable traction to keep your stride steady., Approximate Measurements: 15-inch shaft height, 0.75-inch heel, and 14.5-inch shaft circumference., PLEASE NOTE: Available in whole sizes only. If between sizes, order a half size down.""}]",,64.99,1,0,0,0,0,http://www.walmart.com/ip/Bearpaw-Womens-Knit-Tall-Sheepskin-Fold-Over-Knee-High-Boot-Linen-US-11/39576010,https://i5.walmartimages.com/asr/63e22eab-a181-4e64-9953-710ae9389a90_1.b501cf8dc52dfdff5aa7022ae471e255.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
37,Ugg Australia Belcloud Women  Round Toe Leather  Knee High Boot,Ugg Australia,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Ugg-Australia-Belcloud-Women-US-7-Brown-Knee-High-Boot/52626332""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Ugg Australia Belcloud Width - Medium (B, M) True Color - Cognac Upper Material - Leather Outsole Material - Man-Made Heel Height - 1.25 Inches Brand & Style - Ugg Australia Belcloud Width - Medium (B, M) True Color - Cognac Upper Material - Leather Outsole Material - Man-Made Heel Height - 1.25 Inches World-renowned UGG footwear has defined a new category in comfort with its signature sheepskin boots. UGG had its start in 1978 when Australian surfer Brian Smith arrived in the U.S. with a bag of sheepskin boots. They caught on big-time among California's surfers, and in 1995 the company became part of Deckers Outdoor Corporation, which has grown the UGG brand to worldwide acclaim. ps6388849""}]",,188.99,2,1,0,0,0,https://www.walmart.com/ip/Ugg-Australia-Belcloud-Women-US-7-Brown-Knee-High-Boot/52626332,https://i5.walmartimages.com/asr/7c654578-c64b-4039-892a-98fd3d653934_1.45c2cb3e998ec59597806689cffac77b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
38,Ugg Australia Belcloud Women  Round Toe Leather  Knee High Boot,Ugg Australia,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-05T22:27:22Z""],""sourceURLs"":[""https://www.walmart.com/ip/Ugg-Australia-Belcloud-Women-US-7-Brown-Knee-High-Boot/52626332""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Ugg Australia Belcloud Width - Medium (B, M) True Color - Cognac Upper Material - Leather Outsole Material - Man-Made Heel Height - 1.25 Inches Brand & Style - Ugg Australia Belcloud Width - Medium (B, M) True Color - Cognac Upper Material - Leather Outsole Material - Man-Made Heel Height - 1.25 Inches World-renowned UGG footwear has defined a new category in comfort with its signature sheepskin boots. UGG had its start in 1978 when Australian surfer Brian Smith arrived in the U.S. with a bag of sheepskin boots. They caught on big-time among California's surfers, and in 1995 the company became part of Deckers Outdoor Corporation, which has grown the UGG brand to worldwide acclaim. ps6388849""}]",,295,1,0,0,1,0,https://www.walmart.com/ip/Ugg-Australia-Belcloud-Women-US-7-Brown-Knee-High-Boot/52626332,https://i5.walmartimages.com/asr/7c654578-c64b-4039-892a-98fd3d653934_1.45c2cb3e998ec59597806689cffac77b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
39,Ugg Australia Meilani Boots - Womens,Ugg Australia,"Shoes,Women,Boots","[{""dateSeen"":[""2017-01-16T19:27:07Z""],""sourceURLs"":[""https://www.walmart.com/ip/UGG-Australia-Meilani-Boots-Womens/158691557""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. UGG Australia Meilani Boots - WomensThis comfy boot gets a cute touch from two suede bows. For even more comfort, we fit this plush style with our Treadlite by UGG sole for exceptional cushioning and traction.""}]",,215,1,0,1,0,1,https://www.walmart.com/ip/UGG-Australia-Meilani-Boots-Womens/158691557,https://i5.walmartimages.com/asr/64f8780a-9923-4f8d-ab26-9e99719232bc_1.1db061cfcc245b436259b8f9eddc451d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
40,Ugg Australia Airehart Women Us 9 Brown Snow Boot,Ugg Australia,"Shoes,Women,Boots","[{""dateSeen"":[""2017-01-27T01:29:26Z""],""sourceURLs"":[""https://www.walmart.com/ip/Ugg-Australia-Airehart-Women-US-9-Brown-Snow-Boot/52626842""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Size - 9 US Brand Style - Ugg Australia Airehart Width - Medium (B, M) True Color - Vintage Chestnut Upper Material - Leather Outsole Material - Man-Made Heel Height - 1 Inches World-renowned UGG footwear has defined a new category in comfort with its signature sheepskin boots. UGG had its start in 1978 when Australian surfer Brian Smith arrived in the U.S. with a bag of sheepskin boots. They caught on big-time among California's surfers, and in 1995 the company became part of Deckers Outdoor Corporation, which has grown the UGG brand to worldwide acclaim. 3063845""}]",,160.88,1,0,0,0,0,https://www.walmart.com/ip/Ugg-Australia-Airehart-Women-US-9-Brown-Snow-Boot/52626842,https://i5.walmartimages.com/asr/8c9b9b37-53d2-4a2b-b0d5-e24ee3530e7c_1.085e00f06b9d43352c785ab2adb74bdc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
41,Madeline Taken For A Ride Women  Round Toe Synthetic  Knee High Boot,Madeline,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-28T01:37:54Z""],""sourceURLs"":[""https://www.walmart.com/ip/Madeline-Taken-For-A-Ride-Women-US-8-Black-Knee-High-Boot/54111974""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Madeline has coined the term \\""naughty-licious\\"" to describe its playful range of women's shoes. Every pair of Madeline shoes includes some sort of tempting little embellishment like rhinestones, heart-shaped charms, metallic trims, saucy bows, beaded bangles, leopard-patterned fabrics, leather flowers, enamel chains, and other details guaranteed to stop men dead in their tracks. Madeline footwear is the creation of the Consolidated Shoe Company, an industry leader since 1898, based in Lynchburg, Virginia. The company is committed to working with some of the world's best shoe designers and dedicated to the advancement of shoe designs and styles. ps6837821""}]",,75,1,0,2,1,0,https://www.walmart.com/ip/Madeline-Taken-For-A-Ride-Women-US-8-Black-Knee-High-Boot/54111974,https://i5.walmartimages.com/asr/3ea9e6d3-31b7-43ae-a746-c8a8575bf70f_1.410ac75acdb786b38c620d0808ba0c5e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
42,Madeline Taken For A Ride Women  Round Toe Synthetic  Knee High Boot,Madeline,"Shoes,Women,Boots","[{""dateSeen"":[""2016-10-28T01:37:54Z""],""sourceURLs"":[""https://www.walmart.com/ip/Madeline-Taken-For-A-Ride-Women-US-8-Black-Knee-High-Boot/54111974""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Black Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Madeline has coined the term \\""naughty-licious\\"" to describe its playful range of women's shoes. Every pair of Madeline shoes includes some sort of tempting little embellishment like rhinestones, heart-shaped charms, metallic trims, saucy bows, beaded bangles, leopard-patterned fabrics, leather flowers, enamel chains, and other details guaranteed to stop men dead in their tracks. Madeline footwear is the creation of the Consolidated Shoe Company, an industry leader since 1898, based in Lynchburg, Virginia. The company is committed to working with some of the world's best shoe designers and dedicated to the advancement of shoe designs and styles. ps6837821""}]",,36.99,1,1,1,0,0,https://www.walmart.com/ip/Madeline-Taken-For-A-Ride-Women-US-8-Black-Knee-High-Boot/54111974,https://i5.walmartimages.com/asr/3ea9e6d3-31b7-43ae-a746-c8a8575bf70f_1.410ac75acdb786b38c620d0808ba0c5e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
43,Madeline Taken For A Ride Women  Round Toe Synthetic Brown Knee High Boot,Madeline,"Shoes,Women,Boots","[{""dateSeen"":[""2016-11-11T09:53:31Z""],""sourceURLs"":[""https://www.walmart.com/ip/Madeline-Take-For-A-Ride-Women-US-8-Brown-Ankle-Boot/54107392""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Dark Brown Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Dark Brown Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Madeline has coined the term \\""naughty-licious\\"" to describe its playful range of women's shoes. Every pair of Madeline shoes includes some sort of tempting little embellishment like rhinestones, heart-shaped charms, metallic trims, saucy bows, beaded bangles, leopard-patterned fabrics, leather flowers, enamel chains, and other details guaranteed to stop men dead in their tracks. Madeline footwear is the creation of the Consolidated Shoe Company, an industry leader since 1898, based in Lynchburg, Virginia. The company is committed to working with some of the world's best shoe designers and dedicated to the advancement of shoe designs and styles. ps6830793""}]",,45.98,0,1,0,0,1,https://www.walmart.com/ip/Madeline-Take-For-A-Ride-Women-US-8-Brown-Ankle-Boot/54107392,https://i5.walmartimages.com/asr/ad17c92c-1c3d-459f-91a9-dd8e955faaab_1.cd25de6ad7caa1ac9539c17333bdd2e9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
44,Madeline Taken For A Ride Women  Round Toe Synthetic Brown Knee High Boot,Madeline,"Shoes,Women,Boots","[{""dateSeen"":[""2016-11-11T09:53:31Z""],""sourceURLs"":[""https://www.walmart.com/ip/Madeline-Take-For-A-Ride-Women-US-8-Brown-Ankle-Boot/54107392""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Dark Brown Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Brand & Style - Madeline Taken For A Ride Width - Medium (B, M) True Color - Dark Brown Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 1.5 Inches Madeline has coined the term \\""naughty-licious\\"" to describe its playful range of women's shoes. Every pair of Madeline shoes includes some sort of tempting little embellishment like rhinestones, heart-shaped charms, metallic trims, saucy bows, beaded bangles, leopard-patterned fabrics, leather flowers, enamel chains, and other details guaranteed to stop men dead in their tracks. Madeline footwear is the creation of the Consolidated Shoe Company, an industry leader since 1898, based in Lynchburg, Virginia. The company is committed to working with some of the world's best shoe designers and dedicated to the advancement of shoe designs and styles. ps6830793""}]",,75,1,0,0,1,0,https://www.walmart.com/ip/Madeline-Take-For-A-Ride-Women-US-8-Brown-Ankle-Boot/54107392,https://i5.walmartimages.com/asr/ad17c92c-1c3d-459f-91a9-dd8e955faaab_1.cd25de6ad7caa1ac9539c17333bdd2e9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
45,Guess Hadly   Round Toe Synthetic  Winter Boot,GUESS,"Shoes,Women,Boots","[{""dateSeen"":[""2016-11-02T20:08:33Z""],""sourceURLs"":[""https://www.walmart.com/ip/Guess-Hadly-Women-Round-Toe-Synthetic-Black-Winter-Boot/116331716""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Guess Hadly Width - Medium (B, M) True Color - Black Multi Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 0.5 Inches Brand Style - Guess Hadly Width - Medium (B, M) True Color - Black Multi Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 0.5 Inches The name GUESS equates to stylish and avant garde footwear, for GUESS's creative outlook on stylish designs are what set them apart from so many others in the shoe industry. Fueled by innovation and change, GUESS makes excellent use of their strong points - to blend fashion forward thinking with the basic promise of quality and affordability. GUESS has grown to become one of the most influential and widely recognized shoe brands for men, women, boys and girls in the world. ps6893833""}]",,46.99,3,1,1,0,1,https://www.walmart.com/ip/Guess-Hadly-Women-Round-Toe-Synthetic-Black-Winter-Boot/116331716,https://i5.walmartimages.com/asr/d742fb57-2909-4731-9ddf-eba018d11225_1.2383d96c75360a55a063ee2e12db4726.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
46,Guess Hadly   Round Toe Synthetic  Winter Boot,GUESS,"Shoes,Women,Boots","[{""dateSeen"":[""2016-11-02T20:08:33Z""],""sourceURLs"":[""https://www.walmart.com/ip/Guess-Hadly-Women-Round-Toe-Synthetic-Black-Winter-Boot/116331716""],""value"":""Important Made in USA Origin Disclaimer: For certain items sold by Walmart on Walmart.com, the displayed country of origin information may not be accurate or consistent with manufacturer information. For updated, accurate country of origin data, it is recommended that you rely on product packaging or manufacturer information. Brand Style - Guess Hadly Width - Medium (B, M) True Color - Black Multi Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 0.5 Inches Brand Style - Guess Hadly Width - Medium (B, M) True Color - Black Multi Upper Material - Faux Leather Outsole Material - Man-Made Heel Height - 0.5 Inches The name GUESS equates to stylish and avant garde footwear, for GUESS's creative outlook on stylish designs are what set them apart from so many others in the shoe industry. Fueled by innovation and change, GUESS makes excellent use of their strong points - to blend fashion forward thinking with the basic promise of quality and affordability. GUESS has grown to become one of the most influential and widely recognized shoe brands for men, women, boys and girls in the world. ps6893833""}]",,59,1,0,0,1,0,https://www.walmart.com/ip/Guess-Hadly-Women-Round-Toe-Synthetic-Black-Winter-Boot/116331716,https://i5.walmartimages.com/asr/d742fb57-2909-4731-9ddf-eba018d11225_1.2383d96c75360a55a063ee2e12db4726.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
